31.214,0.1941,96.654,76.745,129.79,17.124,34.575,3.6911,0.34438,92.949,23.321,79.202,118.55,104.44,21.426,1.0305,43.728,2.139,25.391,286,22.537,33.935,16.155,24.016,28.98,17.894,37.564,7.1575,24.481,1.6248,14.786,13.795,3.4958,5.996,3.0053,10.909,2.5456,5.3791,0.15745,32.371,14.702,7.8049,0.031724,44.126,52.798,113.88,7.0959,26.384,15.202,140.57,51.468,19.965,3.1049,8.4029,22.867,0.72555,17.472,0.75942,10.837,12.836,6.8873,29.385,36.374,20.345,10.381,4.7336,23.717,3.1282,4.8055,13.939,82.582,7.8573,9.2603,5.5502,21.742,6.0167,7.2195,12.576,17.096,7.7266,6.421,4.6713,17.99,13.94,0.37662,4.8779,2.6323,23.792,19.908,1.0797,29.138,17.757,26.675,6.0515,1.069,1.4087,0.50052,6.6389,1.2743,0.6098,0.64727,0.6251,1.8097,0.40794,0.19848,1.3058,7.4633,2.0061,2.2155,7.6846,0.70719,1.1847,0.12972,13.64,4.186,2.6163,2.1248,16.263,1.3309,4.2393,7.1441,6.5027,2.9051,2.437,1.181,7.1572,107.62,23.002,3.6469,11.629,32.391,6.8824,13.169,27.76,21.202,80.007,34.964,24.802,8.8099,3.5434,2.8994,26.22,1.1767,0.094045,0.4593,11.133,12.915,103.33,54.767
0.01714,5044.1,0.071856,0.082192,0.082758,0.047041,0.40452,0.093581,1.3009,0.1832,0.029523,0.092859,0.13965,0.081656,0.022473,3.893,0.083386,0.0030621,0.022437,0.18774,0.016641,0.032025,0.020809,0.040103,0.05968,0.045938,0.11877,0.033424,0.14944,0.012954,0.11042,0.077942,0.017445,0.038302,0.022447,0.13587,0.038768,0.11441,0.0039038,0.12239,0.047396,0.022379,0.11984,0.082846,0.077537,0.12922,0.0062092,0.020808,0.016261,0.1749,0.064578,0.024214,0.0099194,0.020569,0.049584,0.0012502,0.046076,0.0044401,0.049024,0.042732,0.024168,0.098365,0.11245,0.05196,0.031689,0.012342,0.053914,0.0068953,0.012603,0.041093,0.30002,0.033576,0.042903,0.028596,0.10928,0.019531,0.026215,0.058913,0.071212,0.034642,0.033336,0.028857,0.13616,0.08849,0.0035903,0.04655,0.034186,0.055437,0.054158,0.0031853,0.09133,0.070724,0.12031,0.054662,0.0079184,0.016432,0.014373,0.247,0.048188,0.026198,0.035837,0.03418,0.13047,0.046603,0.031235,0.25617,0.35684,0.082453,0.047176,0.12257,0.009753,0.013569,0.49004,0.15542,0.053388,0.040007,0.035411,0.22961,0.040088,0.043886,0.10197,0.013901,0.055446,0.07875,4.4613,0.041774,0.29016,0.083477,0.019072,0.25112,0.12161,0.030891,0.05451,0.15315,0.072242,0.053289,0.05282,0.054686,0.15198,0.021791,0.19692,0.036185,0.14901,0.01055,1.735,0.049588,0.12142,0.29235,0.27734
97.155,0.81794,551.42,429.23,418.13,88.297,148.82,17.496,1.4512,471.79,118.42,402.02,601.49,466.81,95.772,4.3427,188.21,9.2064,84.06,895.3,70.55,106.23,50.571,75.178,90.717,56.016,117.59,22.406,76.635,5.0862,46.286,43.183,10.943,18.77,9.4076,34.149,7.9687,16.839,0.49289,101.33,46.024,24.432,0.13368,138.13,165.28,356.48,22.719,87.116,48.673,450.06,170.39,63.923,13.015,31.463,75.704,2.402,57.844,2.5141,35.877,42.495,22.801,97.283,120.42,67.355,34.362,14.818,74.244,9.7924,15.043,43.634,258.51,24.596,28.988,17.374,71.352,19.917,23.901,41.636,56.599,25.58,21.258,15.465,59.558,46.149,1.2468,16.149,8.7145,74.478,62.318,3.3798,91.211,55.586,83.502,18.943,3.5386,4.6128,1.639,21.739,4.1727,2.0188,2.1195,1.9568,5.665,1.277,0.62131,4.0877,23.363,6.2797,6.9352,24.056,2.2138,3.7085,0.54665,42.699,13.104,8.19,6.6515,53.841,4.406,14.035,23.651,20.356,9.0939,7.6288,4.9766,23.692,463.22,72.003,11.416,38.496,101.4,21.544,41.223,86.898,66.37,360.68,115.74,77.64,28.848,11.092,9.0762,86.794,3.6835,0.2944,1.9355,36.854,40.43,524.67,282.4
76.161,0.92368,423.77,712.28,327.78,120.53,117.03,20.724,1.6388,467.07,117.23,397.99,593.25,385.94,75.313,4.9041,148,7.2398,65.895,698.05,55.007,82.824,39.429,58.615,70.73,43.674,91.683,17.469,59.751,3.9656,36.088,33.669,8.5322,14.634,7.3349,26.625,6.213,13.129,0.3843,79.008,35.884,19.049,0.15097,107.7,128.86,277.94,17.809,68.291,38.155,352.81,133.57,50.11,10.235,24.742,59.345,1.883,45.344,1.9709,28.125,33.312,17.874,76.261,94.398,52.8,26.937,11.553,57.886,7.6349,11.729,34.02,201.56,19.177,22.601,13.546,55.933,15.613,18.736,32.639,44.369,20.052,16.664,12.123,46.688,36.176,0.97741,12.659,6.8314,58.069,48.588,2.6351,71.116,43.339,65.104,14.793,2.7739,3.616,1.2848,17.042,3.2711,1.5826,1.6615,1.5257,4.4169,0.99565,0.48442,3.1871,18.216,4.8962,5.4072,18.756,1.726,2.8915,0.61733,33.292,10.217,6.3856,5.186,42.207,3.4539,11.002,18.541,15.871,7.0904,5.948,5.62,18.572,364.27,56.139,8.901,30.178,79.057,16.798,32.141,67.752,51.748,278.35,90.728,60.534,22.615,8.6484,7.0765,68.039,2.872,0.22953,2.1857,28.89,31.522,519.41,379.33
117.47,0.84819,376.48,298.93,658.57,74.453,174.37,18.615,1.5049,412.47,103.49,351.47,526.1,463.45,95.082,4.5033,220.52,10.787,128.05,1086.1,85.582,129.15,61.483,91.479,110.39,68.161,143.09,27.264,93.504,6.9293,63.11,61.749,15.648,26.84,13.452,48.831,11.395,24.078,0.70481,144.9,65.812,34.937,0.13863,198.9,242.55,527.76,34.638,133.06,74.21,686.19,259.56,97.461,15.659,42.377,115.32,3.659,88.114,3.8298,54.652,64.733,34.733,148.19,183.44,102.6,52.35,21.746,106.16,14.371,22.076,64.034,379.38,36.096,42.541,25.497,108.7,30.343,36.409,63.425,86.218,38.966,32.382,23.558,90.726,70.299,1.8993,24.6,13.275,106.5,91.454,4.9599,133.86,81.575,122.54,28.747,5.391,7.0275,2.4969,33.12,6.3571,3.0753,3.229,2.8027,8.1141,1.8291,0.88991,5.8549,33.463,8.9946,9.9334,34.398,3.2488,5.4424,0.56687,61.057,18.738,12.057,9.792,82.017,6.7117,21.379,36.028,29.311,13.004,10.909,5.1607,36.094,542.76,102.96,16.325,58.649,148.8,31.617,60.496,127.53,97.401,303.8,176.33,113.94,43.95,16.278,13,132.23,5.276,0.42167,2.007,56.146,57.813,458.52,238.13
17.294,0.53799,88.713,122.65,83.08,237.44,178.94,35.805,0.95453,118.9,29.843,101.31,151.02,98.194,19.162,2.8564,40.077,1.9604,16.702,158.5,12.49,18.809,8.9542,13.323,16.076,9.9267,20.839,3.9706,13.617,0.9048,8.2339,8.0472,2.0393,3.4977,1.7531,6.3636,1.485,3.1379,0.091851,18.884,8.5766,4.553,0.087929,25.921,31.609,68.778,4.5141,17.31,9.6711,89.425,33.856,12.701,2.7714,6.6998,15.042,0.47727,11.493,0.49955,7.1286,8.4435,4.5305,19.33,23.927,13.383,6.8276,2.8339,13.835,1.8728,2.877,8.345,49.44,4.704,5.544,3.3228,14.177,3.9573,4.749,8.2728,11.246,5.0826,4.2238,3.0728,11.834,9.1695,0.24774,3.2087,1.7315,13.879,11.918,0.64638,17.444,10.631,15.97,3.7496,0.7031,0.91653,0.32565,4.3195,0.8291,0.40113,0.42113,0.36525,1.0574,0.23836,0.11597,0.76302,4.3609,1.1722,1.2945,4.4828,0.42338,0.70926,0.35956,7.957,2.4419,1.5725,1.2771,10.698,0.87544,2.7886,4.6994,3.8198,1.6947,1.4216,3.2734,4.7074,98.64,13.418,2.1274,7.649,19.392,4.1203,7.8839,16.619,12.693,58.167,22.997,14.849,5.732,2.1214,1.6942,17.245,0.68757,0.054952,1.273,7.3226,7.5342,149.99,655.37
34.356,4.5519,147.11,117.18,191.44,176.06,17275,1297.1,8.076,632.29,66.28,159.58,229.07,202.08,72.314,24.167,262.01,10.703,63.296,320.01,28.364,43.443,20.681,30.856,37.233,22.991,48.263,9.1961,31.539,2.7847,25.362,24.815,6.3129,10.828,5.4387,19.742,4.6069,9.7348,0.28495,58.457,26.448,13.674,0.74395,70.068,85.512,185.76,12.424,40.414,38.953,380.46,152.17,57.948,19.414,36.666,73.166,2.1183,54.64,3.1688,37.042,41.217,22.116,88.872,110.01,61.531,31.574,11.709,39.13,6.6635,10.332,29.97,177.56,17.098,20.609,12.91,65.562,18.3,21.806,38.036,51.706,26.295,19.42,14.128,54.409,42.159,1.1392,14.784,7.9624,38.047,42.406,2.2999,62.068,37.825,56.821,17.329,3.2514,4.2385,1.506,19.975,3.8341,1.8482,1.9475,1.6006,4.6338,1.0445,0.50821,3.3437,19.11,5.1366,5.6728,19.538,1.8553,3.118,3.0421,32.139,9.3612,7.2718,5.9058,49.291,4.0337,12.821,21.607,10.326,5.8055,4.8702,27.695,21.769,704.42,45.966,7.288,35.372,70.256,16.502,28.051,61.781,45.164,101.95,106.35,44.594,26.507,7.5481,7.4241,79.751,3.013,0.24081,10.771,33.863,25.81,1462.6,2215.1
3.4978,1.0042,16.494,19.79,19.491,33.597,1237,881.72,1.7818,123.62,12.958,31.2,39.38,21.908,7.4211,5.3319,51.769,1.5438,7.209,32.58,2.8819,4.414,2.1013,3.1351,3.7831,2.336,4.9037,0.93685,3.2277,0.28548,2.6,2.544,0.64717,1.11,0.55756,2.0239,0.47228,0.99798,0.029212,5.9928,2.7113,1.4018,0.16413,7.1192,8.6905,18.874,1.2623,4.1146,3.9971,39.269,16.418,6.3162,3.8357,6.1026,11.909,0.23145,8.8939,0.62609,7.3187,6.7091,3.5999,13.152,13.858,6.4902,3.2987,1.2233,4.0115,0.68312,1.0594,3.0728,18.205,1.7827,2.1488,1.346,6.8357,1.9081,2.3031,5.6605,7.9545,4.3217,2.9737,2.2645,8.7211,6.3607,0.16546,1.7304,0.94401,3.9004,4.3474,0.23577,6.363,3.8777,5.8251,1.8184,0.33901,0.44192,0.16316,2.1641,0.41539,0.2173,0.21011,0.16795,0.48623,0.10961,0.053328,0.35086,2.0053,0.539,0.59526,2.0502,0.19468,0.32718,0.67117,3.3724,0.98229,0.75818,0.61576,5.7954,0.47425,1.9307,3.2537,1.0491,0.59516,0.49927,6.1102,2.2697,139.18,4.7123,0.74714,3.688,7.34,1.7206,2.8757,6.4415,4.63,10.815,11.111,4.5716,2.8242,0.7738,0.77902,8.3151,0.31616,0.025268,2.3763,3.5307,2.646,285.95,422.7
0.013029,0.55736,0.05462,0.062477,0.062907,0.035758,0.30749,0.071134,6802.8,0.13926,0.022441,0.070585,0.10615,0.06207,0.017083,2.9592,0.063384,0.0023276,0.017055,0.14271,0.01265,0.024343,0.015817,0.030483,0.045365,0.034919,0.090282,0.025406,0.1136,0.0098468,0.083931,0.059246,0.013261,0.029115,0.017062,0.10328,0.029469,0.086971,0.0029674,0.093036,0.036028,0.017011,0.091094,0.062974,0.058939,0.098224,0.0047198,0.015817,0.012361,0.13295,0.049088,0.018406,0.0075401,0.015635,0.037691,0.0009503,0.035024,0.0033751,0.037265,0.032482,0.018371,0.074771,0.085479,0.039496,0.024088,0.0093815,0.040982,0.0052414,0.0095797,0.031236,0.22806,0.025522,0.032612,0.021737,0.083068,0.014846,0.019927,0.044782,0.054131,0.026332,0.02534,0.021935,0.1035,0.067264,0.0027291,0.035385,0.025986,0.04214,0.041167,0.0024213,0.069423,0.05376,0.091448,0.041551,0.006019,0.012491,0.010925,0.18775,0.036629,0.019914,0.027241,0.025981,0.099177,0.035425,0.023743,0.19473,0.27125,0.062675,0.03586,0.093171,0.0074136,0.010314,0.3725,0.11814,0.040582,0.03041,0.026917,0.17453,0.030472,0.033359,0.077507,0.010566,0.042146,0.05986,3.3912,0.031754,0.22056,0.063453,0.014497,0.19089,0.092437,0.023481,0.041435,0.11641,0.054914,0.040507,0.04015,0.041569,0.11552,0.016564,0.14969,0.027505,0.11327,0.0080192,1.3189,0.037694,0.092299,0.22223,0.21081
90.658,2.0235,457.79,459.05,444.51,114.83,620.64,127.23,3.5901,3477.9,209.09,871.29,1099.7,608.27,113.45,10.743,222.35,10.876,89.363,830.92,65.477,98.603,46.94,69.841,84.277,52.039,109.24,20.815,71.387,4.8316,44.004,43.055,10.911,18.714,9.3798,34.048,7.9452,16.789,0.49144,101.04,45.888,24.36,0.33071,138.69,169.12,367.99,24.152,92.613,51.744,478.46,181.14,67.956,15.376,37.171,80.481,2.5536,62.85,2.6728,38.141,45.176,24.24,105.18,130.19,72.821,37.367,15.162,74.025,10.02,15.393,44.649,264.53,25.168,29.662,17.778,77.591,21.658,25.807,45.015,61.193,27.794,22.983,16.72,64.392,49.894,1.3483,17.497,9.4234,74.258,63.768,3.4584,93.333,56.879,85.444,20.509,3.848,5.0161,1.7823,23.64,4.5376,2.1873,2.3048,1.9542,5.6576,1.2753,0.6205,4.0824,23.333,6.2716,6.9262,23.985,2.2653,3.7948,1.3523,42.573,13.065,8.606,6.9894,58.336,4.7738,15.174,25.571,20.438,9.0671,7.6063,12.311,25.764,547.25,71.791,11.383,41.863,103.76,22.045,42.182,88.919,67.914,300.16,125.86,79.446,31.371,11.35,9.0644,94.383,3.6788,0.29401,4.7881,40.076,40.311,1355.1,558.78
